group_name,variable,relationship_type,modeling_action,rationale,decision_source
adenomyosis_parent_and_multihot,adenomyosis_feature_3,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_4,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_5,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_6,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_7,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_8,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_9,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_10,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_feature_11,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
adenomyosis_parent_and_multihot,adenomyosis_features_unknown,parent_and_multihot_representation,review_within_modeling,"adenomyosis is the parent binary; adenomyosis_feature_1..11 + adenomyosis_features_unknown are the sonographic multi-hot family. adenomyosis is NOT a global hard pair with each individual feature indicator (a feature can be present without the parent being the only signal, and vice versa). Co-entry / collapsing is a modeling-review decision.",Decision 91; adenomyosis sonographic 12-column multi-hot family (cleaning_b_feature_dictionary.csv).
pprom_timing,PPROM,pprom_timing_representation,review_within_modeling,"Descriptive context for the approved hard pair PPROM <-> gestational_age_at_PPROM_days (constraint applies to the fold-safe PPROM-timing model representation, see model_coentry_constraints.csv). Listed here so the timing family is visible in modeling review.",Data Cleaning B Section B5b; eda_c_part4_screening.py DERIVED_REDUNDANCY_GROUPS['pprom_timing_representation'].
pprom_timing,gestational_age_at_PPROM_days,pprom_timing_representation,review_within_modeling,"Descriptive context for the approved hard pair PPROM <-> gestational_age_at_PPROM_days (constraint applies to the fold-safe PPROM-timing model representation, see model_coentry_constraints.csv). Listed here so the timing family is visible in modeling review.",Data Cleaning B Section B5b; eda_c_part4_screening.py DERIVED_REDUNDANCY_GROUPS['pprom_timing_representation'].
conception_mode_representation,mode_of_conception,conception_mode_representation,review_within_modeling,"Descriptive context for the approved hard pair mode_of_conception <-> mode_of_conception_ivf_vs_all (ivf_vs_all is a deterministic recompute of mode_of_conception, see model_coentry_constraints.csv).",Decision 30; run_preprocessing.py Batch 2 Step 0.
conception_mode_representation,mode_of_conception_ivf_vs_all,conception_mode_representation,review_within_modeling,"Descriptive context for the approved hard pair mode_of_conception <-> mode_of_conception_ivf_vs_all (ivf_vs_all is a deterministic recompute of mode_of_conception, see model_coentry_constraints.csv).",Decision 30; run_preprocessing.py Batch 2 Step 0.
labor_induction_representation,induction_any_bin,labor_induction_representation,review_within_modeling,"Descriptive context for the approved hard pair induction_any_bin <-> indication_for_induction_status (the status encodes the binary induction indicator, see model_coentry_constraints.csv).",Data Cleaning B Section B5h; cleaning_b_feature_dictionary.csv.
labor_induction_representation,indication_for_induction_status,labor_induction_representation,review_within_modeling,"Descriptive context for the approved hard pair induction_any_bin <-> indication_for_induction_status (the status encodes the binary induction indicator, see model_coentry_constraints.csv).",Data Cleaning B Section B5h; cleaning_b_feature_dictionary.csv.
